Saham,voting,total jumlah persentase(%)
ICBP,19,14.49945718288605
INDF,16,4.241781665467685
TAPG,15,6.865418099448371
UNVR,14,34.13838313009703
RALS,14,4.355917997749489
MIKA,13,12.264589241964709
DMAS,13,3.254062008090716
INCO,13,17.909817630056633
CTRA,13,3.3999565401315044
ITMG,12,12.623608762475449
