Saham,voting,total jumlah persentase(%)
SIDO,20,11.40227394952588
KLBF,18,3.8848849181007634
TAPG,18,10.718685804709516
CPIN,18,12.224651936910028
ELSA,17,7.918393109977927
HRUM,16,19.528956051106135
ASRI,16,7.628244951698706
LPKR,16,22.10971449822508
AGII,15,39.050392618577604
FILM,15,22.984113763784883
