Saham,voting,total jumlah persentase(%)
KLBF,20,8.995403001703233
WOOD,18,12.741325011511712
LPKR,17,13.44543407948142
MAPI,17,6.000489612093038
ASRI,16,17.00747405099077
IPTV,16,7.742910344900351
UNTR,16,9.074105854276233
MIKA,16,9.69141135898001
BTPS,16,36.639812929517475
EXCL,16,10.055085437635167
