Saham,voting,total jumlah persentase(%)
SIDO,20,11.40227394952588
KLBF,18,3.8848849181007634
TAPG,18,10.718685804709516
ASRI,17,6.987255648710761
LPKR,16,22.10971449822508
DMAS,15,4.426688511061677
FILM,15,36.922610327968336
AGII,15,39.95971593951174
SMRA,15,6.845412681454987
HRUM,15,14.004626096616638
